<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.03.06	00:00:00	3887.95	3925.64	3846.63	3892.01	83907	0	0
2019.03.07	00:00:00	3891.75	3931.28	3868.48	3898.40	83451	0	0
2019.03.08	00:00:00	3898.49	3954.96	3797.97	3879.38	83136	0	0
2019.03.09	00:00:00	3879.26	3990.75	3869.51	3959.31	83297	0	0
2019.03.10	00:00:00	3959.51	3959.51	3884.91	3939.95	82167	0	0
2019.03.11	00:00:00	3939.85	3950.59	3852.27	3887.43	83259	0	0
2019.03.12	00:00:00	3887.58	3918.97	3823.77	3895.13	82856	0	0
2019.03.13	00:00:00	3895.33	3911.59	3862.21	3888.03	81264	0	0
2019.03.14	00:00:00	3887.97	3935.32	3796.92	3889.92	81338	0	0
2019.03.15	00:00:00	3890.57	3951.27	3884.90	3943.26	81958	0	0
2019.03.16	00:00:00	3943.26	4080.11	3936.28	4030.23	82448	0	0
2019.03.17	00:00:00	4030.19	4031.83	3971.10	4008.28	79951	0	0
2019.03.18	00:00:00	4006.91	4056.79	3975.28	4011.25	82359	0	0
2019.03.19	00:00:00	4011.31	4050.62	3990.07	4039.71	80051	0	0
2019.03.20	00:00:00	4039.54	4076.89	4005.43	4067.35	79716	0	0
2019.03.21	00:00:00	4067.44	4089.47	3939.44	3995.02	79822	0	0
2019.03.22	00:00:00	3995.22	4025.69	3984.36	4002.16	78292	0	0
2019.03.23	00:00:00	4002.21	4026.36	3977.27	4011.39	74281	0	0
2019.03.24	00:00:00	4011.40	4011.43	3959.33	3993.74	75993	0	0
2019.03.25	00:00:00	3994.47	4005.83	3882.66	3927.58	78381	0	0
2019.03.26	00:00:00	3926.98	3947.63	3897.09	3946.44	78871	0	0
2019.03.27	00:00:00	3946.82	4061.40	3932.40	4054.84	81899	0	0
2019.03.28	00:00:00	4054.93	4055.00	4016.81	4041.56	79911	0	0
2019.03.29	00:00:00	4041.57	4132.13	4033.52	4121.17	80352	0	0
2019.03.30	00:00:00	4121.20	4155.48	4064.19	4116.63	76484	0	0
2019.03.31	00:00:00	4116.66	4128.71	4100.30	4118.27	71515	0	0
2019.04.01	00:00:00	4118.15	4170.35	4068.57	4152.14	77905	0	0
2019.04.02	00:00:00	4152.09	5067.50	4144.74	4901.61	85393	0	0
2019.04.03	00:00:00	4900.74	5333.63	4804.93	4968.51	84630	0	0
2019.04.04	00:00:00	4968.54	5070.60	4782.95	4908.61	85239	0	0
2019.04.05	00:00:00	4908.16	5072.80	4886.51	5043.07	84726	0	0
2019.04.06	00:00:00	5042.76	5239.80	4923.30	5051.34	84184	0	0
2019.04.07	00:00:00	5051.34	5272.16	5023.08	5198.45	84883	0	0
2019.04.08	00:00:00	5197.74	5343.51	5131.07	5290.10	84513	0	0
2019.04.09	00:00:00	5290.16	5290.76	5147.83	5196.95	84095	0	0
2019.04.10	00:00:00	5196.88	5463.26	5168.69	5313.26	83700	0	0
2019.04.11	00:00:00	5313.91	5338.43	4975.25	5042.69	84443	0	0
2019.04.12	00:00:00	5042.53	5116.54	4905.02	5075.10	83664	0	0
2019.04.13	00:00:00	5075.27	5120.85	5023.29	5064.80	83057	0	0
2019.04.14	00:00:00	5064.77	5181.51	5017.15	5159.16	83091	0	0
2019.04.15	00:00:00	5159.56	5184.19	4951.54	5024.92	83439	0	0
2019.04.16	00:00:00	5024.99	5230.56	5010.80	5205.36	83218	0	0
2019.04.17	00:00:00	5201.53	5267.82	5176.90	5232.65	83548	0	0
2019.04.18	00:00:00	5232.74	5315.77	5214.67	5284.91	83292	0	0
2019.04.19	00:00:00	5284.89	5352.91	5198.12	5276.75	82739	0	0
2019.04.20	00:00:00	5276.76	5338.04	5233.17	5295.99	82849	0	0
2019.04.21	00:00:00	5296.00	5317.07	5190.39	5300.03	82843	0	0
2019.04.22	00:00:00	5299.65	5436.14	5253.40	5387.59	83333	0	0
2019.04.23	00:00:00	5387.64	5625.84	5361.72	5531.27	84073	0	0
2019.04.24	00:00:00	5531.41	5632.38	5338.91	5418.62	84119	0	0
2019.04.25	00:00:00	5417.76	5516.00	4986.21	5123.39	84075	0	0
2019.04.26	00:00:00	5123.36	5353.69	5074.63	5236.83	83968	0	0
2019.04.27	00:00:00	5237.02	5294.86	5194.14	5238.49	83073	0	0
2019.04.28	00:00:00	5238.43	5339.47	5220.99	5278.92	83156	0	0
2019.04.29	00:00:00	5279.35	5316.41	5172.68	5272.09	83343	0	0
2019.04.30	00:00:00	5271.99	5431.38	5247.67	5416.80	83903	0	0
2019.05.01	00:00:00	5416.80	5475.60	5409.29	5457.93	83574	0	0
2019.05.02	00:00:00	5457.87	5576.59	5444.61	5539.34	83543	0	0
2019.05.03	00:00:00	5537.92	5943.88	5512.13	5816.11	84733	0	0
2019.05.04	00:00:00	5816.64	5968.01	5666.52	5882.58	84532	0	0
2019.05.05	00:00:00	5882.70	5892.76	5745.23	5836.19	84014	0	0
2019.05.06	00:00:00	5837.06	5907.60	5687.44	5844.28	84317	0	0
2019.05.07	00:00:00	5844.28	6104.57	5842.30	5905.94	84254	0	0
2019.05.08	00:00:00	5906.79	6061.23	5809.74	6028.54	84168	0	0
2019.05.09	00:00:00	6028.60	6215.85	6018.18	6189.94	83909	0	0
2019.05.10	00:00:00	6190.10	6446.49	6140.24	6359.47	84053	0	0
2019.05.11	00:00:00	6359.94	7376.54	6359.94	7179.94	85877	0	0
2019.05.12	00:00:00	7179.62	7522.37	6780.07	6977.12	87626	0	0
2019.05.13	00:00:00	6976.94	8126.08	6858.74	7800.96	85811	0	0
2019.05.14	00:00:00	7800.57	8287.91	7621.61	7971.46	86880	0	0
2019.05.15	00:00:00	7971.59	8278.72	7833.31	8179.46	86164	0	0
2019.05.16	00:00:00	8178.73	8362.86	7665.99	7864.75	87112	0	0
2019.05.17	00:00:00	7865.31	7920.47	6617.03	7362.31	89241	0	0
2019.05.18	00:00:00	7362.63	7482.36	7203.47	7256.38	85045	0	0
2019.05.19	00:00:00	7256.19	8287.04	7246.91	8192.55	86004	0	0
2019.05.20	00:00:00	8189.72	8191.89	7575.67	7987.78	86169	0	0
2019.05.21	00:00:00	7988.82	8105.92	7726.00	7943.01	86193	0	0
2019.05.22	00:00:00	7943.25	8038.83	7502.42	7617.85	85670	0	0
2019.05.23	00:00:00	7617.90	7982.79	7463.80	7871.65	84926	0	0
2019.05.24	00:00:00	7871.46	8171.68	7785.99	7994.02	84656	0	0
2019.05.25	00:00:00	7992.27	8148.64	7935.98	8056.53	84156	0	0
2019.05.26	00:00:00	8056.70	8780.30	7879.73	8721.99	84538	0	0
2019.05.27	00:00:00	8722.18	8938.49	8641.00	8771.72	85118	0	0
2019.05.28	00:00:00	8772.61	8816.13	8558.43	8707.76	84349	0	0
2019.05.29	00:00:00	8706.69	8763.24	8428.24	8661.34	84252	0	0
2019.05.30	00:00:00	8661.41	9081.80	7999.71	8260.87	85358	0	0
2019.05.31	00:00:00	8262.45	8563.86	8105.64	8542.02	84649	0	0
2019.06.01	00:00:00	8542.12	8613.04	8448.24	8537.62	84026	0	0
2019.06.02	00:00:00	8538.22	8815.24	8526.96	8696.69	83729	0	0
2019.06.03	00:00:00	8696.66	8706.44	8046.63	8097.07	84540	0	0
2019.06.04	00:00:00	8098.83	8099.10	7432.54	7662.09	85950	0	0
2019.06.05	00:00:00	7662.01	7911.67	7573.50	7779.42	85002	0	0
2019.06.06	00:00:00	7775.50	7860.02	7445.41	7793.46	84932	0	0
2019.06.07	00:00:00	7794.22	8123.17	7749.29	7989.39	84232	0	0
2019.06.08	00:00:00	7989.48	8053.12	7779.22	7916.57	84034	0	0
2019.06.09	00:00:00	7917.00	7949.45	7464.24	7589.35	84449	0	0
2019.06.10	00:00:00	7589.61	8021.70	7471.35	7969.27	84611	0	0
2019.06.11	00:00:00	7965.98	8010.06	7664.39	7862.24	84260	0	0
2019.06.12	00:00:00	7861.05	8265.44	7771.20	8173.36	84160	0	0
2019.06.13	00:00:00	8173.15	8330.66	8034.23	8226.09	84091	0	0
2019.06.14	00:00:00	8226.01	8729.37	8164.94	8687.96	84300	0	0
2019.06.15	00:00:00	8688.10	8900.46	8603.14	8848.24	84127	0	0
2019.06.16	00:00:00	8848.13	9377.44	8791.03	8966.97	85653	0	0
2019.06.17	00:00:00	8966.67	9474.93	8966.67	9327.10	85270	0	0
2019.06.18	00:00:00	9327.34	9350.66	8921.78	9077.28	85046	0	0
2019.06.19	00:00:00	9077.25	9320.43	9033.29	9275.54	84047	0	0
2019.06.20	00:00:00	9275.47	9604.71	9210.54	9530.60	83811	0	0
2019.06.21	00:00:00	9530.76	10218.82	9528.76	10204.07	84842	0	0
2019.06.22	00:00:00	10205.18	11199.09	10078.77	10677.38	87237	0	0
2019.06.23	00:00:00	10677.45	11286.35	10509.68	10847.20	85690	0	0
2019.06.24	00:00:00	10847.15	11097.12	10540.71	11031.01	84593	0	0
2019.06.25	00:00:00	11031.36	11773.05	10948.30	11739.32	85691	0	0
2019.06.26	00:00:00	11738.98	13801.35	11609.76	12893.60	88102	0	0
2019.06.27	00:00:00	12894.58	13308.45	10318.40	11146.59	92053	0	0
2019.06.28	00:00:00	11146.03	12416.40	10762.23	12339.20	88175	0	0
2019.06.29	00:00:00	12338.79	12346.49	11344.19	11877.08	87496	0	0
2019.06.30	00:00:00	11877.10	12197.05	10674.05	10764.27	86790	0	0
2019.07.01	00:00:00	10765.90	11194.53	9991.39	10585.54	88223	0	0
2019.07.02	00:00:00	10586.16	10923.57	9626.73	10842.02	87071	0	0
2019.07.03	00:00:00	10841.72	11998.47	10839.92	11964.02	87234	0	0
2019.07.04	00:00:00	11964.25	12049.81	11047.12	11135.85	86047	0	0
2019.07.05	00:00:00	11136.56	11428.21	10773.54	10990.20	86225	0	0
2019.07.06	00:00:00	10988.79	11713.90	10972.76	11234.57	85520	0	0
2019.07.07	00:00:00	11234.06	11608.45	11093.04	11466.57	84820	0	0
2019.07.08	00:00:00	11466.91	12377.73	11326.38	12282.04	84511	0	0
2019.07.09	00:00:00	12280.58	12807.40	12081.32	12555.43	85422	0	0
2019.07.10	00:00:00	12555.84	13155.17	11542.57	12085.96	86776	0	0
2019.07.11	00:00:00	12085.88	12086.55	10973.06	11337.32	86866	0	0
2019.07.12	00:00:00	11337.85	11916.00	11083.15	11780.56	85352	0	0
2019.07.13	00:00:00	11781.02	11818.54	10811.34	11332.70	85354	0	0
2019.07.14	00:00:00	11333.31	11432.72	10094.90	10188.83	85979	0	0
2019.07.15	00:00:00	10182.73	11059.59	9865.89	10844.28	86688	0	0
2019.07.16	00:00:00	10844.56	11021.55	9350.57	9414.59	88227	0	0
2019.07.17	00:00:00	9415.37	9981.51	9063.14	9694.29	87885	0	0
2019.07.18	00:00:00	9694.55	10769.52	9273.02	10635.42	86784	0	0
2019.07.19	00:00:00	10635.82	10753.09	10125.98	10519.28	86985	0	0
2019.07.20	00:00:00	10518.73	11090.02	10364.65	10727.81	85371	0	0
2019.07.21	00:00:00	10727.88	10814.47	10311.26	10577.30	84575	0	0
2019.07.22	00:00:00	10578.06	10669.74	10061.80	10313.94	85310	0	0
2019.07.23	00:00:00	10314.59	10316.03	9795.72	9843.32	85329	0	0
2019.07.24	00:00:00	9844.53	9906.59	9502.92	9764.05	85420	0	0
2019.07.25	00:00:00	9764.16	10178.45	9727.19	9876.74	84477	0	0
2019.07.26	00:00:00	9876.76	9891.40	9647.57	9837.15	84207	0	0
2019.07.27	00:00:00	9836.94	10194.63	9290.92	9447.90	84550	0	0
2019.07.28	00:00:00	9449.37	9567.11	9099.18	9511.97	82738	0	0
2019.07.29	00:00:00	9514.01	9693.77	9365.39	9492.34	83573	0	0
2019.07.30	00:00:00	9492.46	9753.10	9365.30	9578.14	84002	0	0
2019.07.31	00:00:00	9578.25	10111.88	9562.31	10078.17	83866	0	0
2019.08.01	00:00:00	10078.66	10481.14	9864.13	10400.17	82536	0	0
2019.08.02	00:00:00	10399.87	10660.83	10313.40	10520.45	83602	0	0
2019.08.03	00:00:00	10520.47	10906.30	10499.29	10802.79	83727	0	0
2019.08.04	00:00:00	10802.84	11050.51	10546.45	10954.90	83954	0	0
2019.08.05	00:00:00	10954.72	11925.95	10952.76	11791.60	84597	0	0
2019.08.06	00:00:00	11791.38	12317.37	11213.58	11454.78	84984	0	0
2019.08.07	00:00:00	11454.97	12139.95	11370.46	11962.25	85391	0	0
2019.08.08	00:00:00	11963.70	12062.50	11461.55	11999.43	84928	0	0
2019.08.09	00:00:00	12000.65	12049.72	11663.48	11862.58	84458	0	0
2019.08.10	00:00:00	11862.84	11970.84	11153.71	11216.81	84547	0	0
2019.08.11	00:00:00	11217.02	11530.31	11050.43	11474.94	83441	0	0
2019.08.12	00:00:00	11471.79	11497.03	11151.13	11384.19	83646	0	0
2019.08.13	00:00:00	11384.38	11436.32	10758.51	10867.99	83589	0	0
2019.08.14	00:00:00	10868.33	10869.07	9887.52	10032.75	84948	0	0
2019.08.15	00:00:00	10031.53	10441.63	9479.54	10298.22	85756	0	0
2019.08.16	00:00:00	10298.35	10535.05	9746.96	10356.82	85500	0	0
2019.08.17	00:00:00	10355.11	10470.43	9977.15	10215.47	84925	0	0
2019.08.18	00:00:00	10215.82	10509.90	10067.38	10317.08	84219	0	0
2019.08.19	00:00:00	10317.26	10888.08	10268.26	10871.07	84681	0	0
2019.08.20	00:00:00	10870.04	10906.61	10509.79	10734.38	84121	0	0
2019.08.21	00:00:00	10734.66	10769.46	9829.51	10107.29	85070	0	0
2019.08.22	00:00:00	10107.41	10214.04	9746.49	10085.48	85009	0	0
2019.08.23	00:00:00	10084.51	10460.33	10014.60	10403.77	84156	0	0
2019.08.24	00:00:00	10403.87	10422.75	9870.41	10141.29	84246	0	0
2019.08.25	00:00:00	10140.95	10343.39	9822.43	10076.37	84043	0	0
2019.08.26	00:00:00	10077.67	10612.65	10077.67	10359.72	84558	0	0
2019.08.27	00:00:00	10359.71	10376.52	10011.99	10171.74	83779	0	0
2019.08.28	00:00:00	10171.91	10270.81	9534.73	9703.37	84220	0	0
2019.08.29	00:00:00	9703.69	9706.49	9314.19	9480.34	84205	0	0
2019.08.30	00:00:00	9480.71	9691.57	9345.62	9570.49	83912	0	0
2019.08.31	00:00:00	9570.44	9691.30	9420.34	9587.82	83656	0	0
2019.09.01	00:00:00	9587.19	9830.97	9525.99	9764.53	83384	0	0
2019.09.02	00:00:00	9765.50	10461.49	9738.85	10374.33	83505	0	0
2019.09.03	00:00:00	10374.35	10765.33	10281.58	10632.90	83821	0	0
2019.09.04	00:00:00	10633.28	10822.76	10386.48	10582.31	84157	0	0
2019.09.05	00:00:00	10582.50	10653.84	10458.81	10574.18	84037	0	0
2019.09.06	00:00:00	10573.65	10922.77	10180.21	10298.69	84546	0	0
2019.09.07	00:00:00	10299.02	10562.84	10285.05	10447.63	84238	0	0
2019.09.08	00:00:00	10447.72	10572.96	10176.55	10397.16	83738	0	0
2019.09.09	00:00:00	10398.00	10519.78	10030.58	10300.75	83898	0	0
2019.09.10	00:00:00	10300.15	10387.18	9915.92	10095.84	83436	0	0
2019.09.11	00:00:00	10096.12	10257.91	9833.64	10159.11	83375	0	0
2019.09.12	00:00:00	10159.09	10462.94	10033.03	10412.44	82992	0	0
2019.09.13	00:00:00	10411.64	10457.66	10130.86	10368.96	82978	0	0
2019.09.14	00:00:00	10369.08	10447.01	10226.97	10360.97	82616	0	0
2019.09.15	00:00:00	10361.14	10383.97	10262.59	10303.35	82183	0	0
2019.09.16	00:00:00	10302.96	10380.05	10069.27	10260.40	82639	0	0
2019.09.17	00:00:00	10260.45	10278.28	10139.32	10187.88	82679	0	0
2019.09.18	00:00:00	10187.69	10258.04	10084.62	10161.01	82274	0	0
2019.09.19	00:00:00	10161.10	10360.98	9559.89	10285.11	84118	0	0
2019.09.20	00:00:00	10284.70	10320.54	10076.22	10176.75	82572	0	0
2019.09.21	00:00:00	10176.48	10179.24	9912.63	9977.54	82696	0	0
2019.09.22	00:00:00	9977.56	10091.34	9840.95	10030.44	83374	0	0
2019.09.23	00:00:00	10032.84	10053.02	9579.51	9685.26	83996	0	0
2019.09.24	00:00:00	9685.88	9771.75	8097.17	8515.50	87215	0	0
2019.09.25	00:00:00	8514.67	8738.07	8190.21	8437.95	86304	0	0
2019.09.26	00:00:00	8438.26	8465.72	7719.63	8054.13	86506	0	0
2019.09.27	00:00:00	8053.41	8282.53	7823.34	8194.58	84617	0	0
2019.09.28	00:00:00	8193.68	8336.54	8018.42	8213.27	84442	0	0
2019.09.29	00:00:00	8213.53	8240.21	7908.47	8060.71	83945	0	0
2019.09.30	00:00:00	8060.83	8358.73	7713.18	8306.38	85472	0	0
2019.10.01	00:00:00	8306.35	8524.83	8191.84	8318.76	84785	0	0
2019.10.02	00:00:00	8318.82	8394.98	8168.50	8389.06	83838	0	0
2019.10.03	00:00:00	8389.27	8414.09	8058.05	8235.21	83506	0	0
2019.10.04	00:00:00	8235.41	8238.16	8014.67	8156.01	83879	0	0
2019.10.05	00:00:00	8154.38	8195.33	8014.25	8145.61	83522	0	0
2019.10.06	00:00:00	8145.60	8172.26	7783.93	7856.14	84015	0	0
2019.10.07	00:00:00	7857.57	8319.10	7758.13	8205.16	84401	0	0
2019.10.08	00:00:00	8205.64	8339.54	8104.67	8173.53	83850	0	0
2019.10.09	00:00:00	8173.26	8691.75	8112.55	8583.46	84571	0	0
2019.10.10	00:00:00	8583.48	8653.81	8444.95	8582.61	83730	0	0
2019.10.11	00:00:00	8582.61	8799.79	8227.89	8260.84	84844	0	0
2019.10.12	00:00:00	8261.41	8418.87	8252.40	8298.56	83406	0	0
2019.10.13	00:00:00	8297.23	8466.74	8145.09	8273.65	83588	0	0
2019.10.14	00:00:00	8274.68	8400.88	8210.61	8351.20	83526	0	0
2019.10.15	00:00:00	8351.24	8413.57	8088.76	8160.44	83081	0	0
2019.10.16	00:00:00	8159.95	8175.05	7917.89	7994.13	83644	0	0
2019.10.17	00:00:00	7994.61	8125.52	7934.04	8074.02	83492	0	0
2019.10.18	00:00:00	8074.00	8118.81	7822.19	7952.44	83890	0	0
2019.10.19	00:00:00	7952.05	8091.37	7877.82	7965.64	83766	0	0
2019.10.20	00:00:00	7965.56	8303.46	7877.33	8236.38	83067	0	0
2019.10.21	00:00:00	8236.70	8340.67	8156.27	8209.22	83546	0	0
2019.10.22	00:00:00	8208.10	8308.74	8002.78	8025.56	83484	0	0
2019.10.23	00:00:00	8024.31	8053.25	7290.44	7471.37	84758	0	0
2019.10.24	00:00:00	7471.41	7507.17	7350.00	7425.56	83622	0	0
2019.10.25	00:00:00	7425.80	8759.34	7388.63	8662.17	86056	0	0
2019.10.26	00:00:00	8661.86	10409.22	8639.00	9246.44	91931	0	0
2019.10.27	00:00:00	9246.57	9803.39	9094.72	9546.44	86291	0	0
2019.10.28	00:00:00	9548.66	9921.99	9169.38	9212.54	85993	0	0
2019.10.29	00:00:00	9211.58	9554.15	9073.47	9428.78	85128	0	0
2019.10.30	00:00:00	9428.96	9430.35	8994.81	9159.45	84405	0	0
2019.10.31	00:00:00	9156.50	9425.46	8959.86	9145.04	84663	0	0
2019.11.01	00:00:00	9145.29	9297.20	9050.64	9253.29	84483	0	0
2019.11.02	00:00:00	9252.20	9387.95	9205.41	9298.13	83605	0	0
2019.11.03	00:00:00	9298.24	9376.04	9060.02	9201.20	83584	0	0
2019.11.04	00:00:00	9201.07	9571.66	9120.42	9413.62	83674	0	0
2019.11.05	00:00:00	9413.80	9477.06	9168.85	9312.51	83962	0	0
2019.11.06	00:00:00	9312.89	9444.22	9247.04	9338.83	83718	0	0
2019.11.07	00:00:00	9338.71	9370.33	9067.95	9197.51	83822	0	0
2019.11.08	00:00:00	9197.91	9247.72	8661.57	8762.37	84529	0	0
2019.11.09	00:00:00	8762.95	8870.74	8717.34	8803.17	83529	0	0
2019.11.10	00:00:00	8803.22	9126.41	8741.76	9035.87	83741	0	0
2019.11.11	00:00:00	9035.88	9073.09	8594.05	8712.47	83693	0	0
2019.11.12	00:00:00	8712.53	8861.33	8557.85	8807.48	83826	0	0
2019.11.13	00:00:00	8807.72	8829.38	8696.62	8760.15	81785	0	0
2019.11.14	00:00:00	8760.29	8783.60	8552.64	8621.65	82919	0	0
2019.11.15	00:00:00	8621.97	8771.00	8356.32	8455.70	83493	0	0
2019.11.16	00:00:00	8455.76	8524.26	8418.55	8479.08	82172	0	0
2019.11.17	00:00:00	8479.14	8632.21	8373.66	8499.85	82561	0	0
2019.11.18	00:00:00	8500.39	8501.20	8039.24	8175.34	83277	0	0
2019.11.19	00:00:00	8175.38	8200.31	7986.70	8124.51	83372	0	0
2019.11.20	00:00:00	8124.53	8220.79	8032.56	8086.79	82688	0	0
2019.11.21	00:00:00	8086.82	8115.63	7418.33	7616.30	84160	0	0
2019.11.22	00:00:00	7614.85	7713.48	6798.88	7283.94	87362	0	0
2019.11.23	00:00:00	7284.02	7355.04	7104.95	7323.39	84811	0	0
2019.11.24	00:00:00	7323.31	7343.75	6854.97	6909.45	85382	0	0
2019.11.25	00:00:00	6910.24	7372.26	6543.17	7130.06	86906	0	0
2019.11.26	00:00:00	7129.94	7335.01	7022.66	7158.61	85702	0	0
2019.11.27	00:00:00	7158.10	7663.26	6849.81	7520.36	85920	0	0
2019.11.28	00:00:00	7520.19	7659.66	7383.07	7435.24	83925	0	0
2019.11.29	00:00:00	7435.35	7867.98	7418.32	7758.56	84996	0	0
2019.11.30	00:00:00	7758.75	7816.98	7451.37	7561.19	83899	0	0
2019.12.01	00:00:00	7560.10	7560.38	7224.14	7408.62	85245	0	0
2019.12.02	00:00:00	7408.55	7433.69	7166.96	7308.44	84456	0	0
2019.12.03	00:00:00	7308.45	7416.30	7236.18	7303.84	83220	0	0
2019.12.04	00:00:00	7303.88	7781.84	7078.22	7193.40	85492	0	0
2019.12.05	00:00:00	7193.77	7487.69	7158.10	7397.22	84901	0	0
2019.12.06	00:00:00	7397.40	7598.58	7304.74	7539.11	84415	0	0
2019.12.07	00:00:00	7539.25	7630.19	7485.16	7503.76	83114	0	0
2019.12.08	00:00:00	7503.81	7583.41	7383.86	7521.13	82817	0	0
2019.12.09	00:00:00	7521.16	7653.35	7276.33	7340.09	83471	0	0
2019.12.10	00:00:00	7340.12	7397.31	7157.43	7220.87	83617	0	0
2019.12.11	00:00:00	7220.96	7267.33	7120.94	7199.07	83007	0	0
2019.12.12	00:00:00	7199.31	7292.34	7066.32	7190.89	83172	0	0
2019.12.13	00:00:00	7190.91	7297.42	7186.34	7252.33	82552	0	0
2019.12.14	00:00:00	7252.24	7264.52	7005.58	7067.61	82655	0	0
2019.12.15	00:00:00	7067.62	7191.57	7007.76	7112.09	82529	0	0
2019.12.16	00:00:00	7112.12	7136.99	6823.82	6867.88	84084	0	0
2019.12.17	00:00:00	6867.90	6930.70	6560.53	6606.59	83523	0	0
2019.12.18	00:00:00	6606.60	7438.25	6418.85	7289.66	85627	0	0
2019.12.19	00:00:00	7289.37	7372.64	7013.10	7145.99	84051	0	0
2019.12.20	00:00:00	7145.99	7215.13	7071.50	7186.87	82497	0	0
2019.12.21	00:00:00	7187.01	7187.49	7115.19	7142.16	79452	0	0
2019.12.22	00:00:00	7141.99	7515.49	7127.14	7506.61	81431	0	0
2019.12.23	00:00:00	7508.18	7681.20	7256.34	7314.96	83955	0	0
2019.12.24	00:00:00	7314.99	7421.89	7155.14	7254.07	83432	0	0
2019.12.25	00:00:00	7253.14	7263.67	7111.79	7194.24	82998	0	0
2019.12.26	00:00:00	7194.24	7428.94	7145.02	7197.76	82810	0	0
2019.12.27	00:00:00	7197.80	7256.26	7064.48	7249.55	83138	0	0
2019.12.28	00:00:00	7249.69	7351.68	7235.13	7301.75	83521	0	0
2019.12.29	00:00:00	7301.68	7519.65	7274.90	7388.87	83175	0	0
2019.12.30	00:00:00	7385.66	7387.30	7202.12	7222.69	83234	0	0
2019.12.31	00:00:00	7222.74	7301.89	7100.41	7169.96	83239	0	0
2020.01.01	00:00:00	7170.00	7237.78	7144.28	7178.98	82361	0	0
2020.01.02	00:00:00	7179.00	7187.27	6900.59	6948.27	83312	0	0
2020.01.03	00:00:00	6948.31	7401.21	6850.08	7335.89	84501	0	0
2020.01.04	00:00:00	7336.26	7392.38	7264.10	7343.15	82495	0	0
2020.01.05	00:00:00	7342.99	7485.26	7306.86	7350.96	82886	0	0
2020.01.06	00:00:00	7351.00	7788.99	7340.70	7748.85	83624	0	0
2020.01.07	00:00:00	7749.01	8194.27	7711.92	8146.92	84704	0	0
2020.01.08	00:00:00	8146.42	8448.21	7859.45	8035.66	85670	0	0
2020.01.09	00:00:00	8035.44	8035.44	7733.96	7802.75	84640	0	0
2020.01.10	00:00:00	7802.62	8182.53	7663.97	8181.07	85167	0	0
2020.01.11	00:00:00	8182.75	8272.11	7990.09	8013.30	84200	0	0
2020.01.12	00:00:00	8011.36	8172.88	7945.13	8168.05	83532	0	0
2020.01.13	00:00:00	8168.53	8184.64	8036.90	8096.74	83511	0	0
2020.01.14	00:00:00	8098.21	8872.10	8093.81	8799.34	86148	0	0
2020.01.15	00:00:00	8796.67	8889.26	8546.28	8800.06	85063	0	0
2020.01.16	00:00:00	8800.22	8842.95	8573.76	8705.90	84255	0	0
2020.01.17	00:00:00	8705.78	9001.67	8653.55	8882.11	84522	0	0
2020.01.18	00:00:00	8881.83	8967.15	8793.63	8896.32	83813	0	0
2020.01.19	00:00:00	8894.03	9167.84	8469.28	8689.14	84832	0	0
2020.01.20	00:00:00	8688.29	8728.74	8502.43	8625.80	83833	0	0
2020.01.21	00:00:00	8625.88	8761.01	8481.61	8717.21	83823	0	0
2020.01.22	00:00:00	8717.41	8784.00	8562.80	8655.92	83604	0	0
2020.01.23	00:00:00	8655.95	8660.09	8273.11	8376.04	84392	0	0
2020.01.24	00:00:00	8376.40	8506.71	8213.03	8419.59	84177	0	0
2020.01.25	00:00:00	8419.69	8429.32	8254.15	8319.22	83359	0	0
2020.01.26	00:00:00	8319.46	8594.28	8271.58	8593.46	83796	0	0
2020.01.27	00:00:00	8593.78	8987.03	8549.48	8889.69	84365	0	0
2020.01.28	00:00:00	8889.72	9404.71	8877.07	9378.70	85055	0	0
2020.01.29	00:00:00	9378.89	9424.98	9217.20	9281.62	84389	0	0
2020.01.30	00:00:00	9282.48	9555.35	9178.11	9495.76	84859	0	0
2020.01.31	00:00:00	9496.21	9512.53	9191.29	9331.77	84755	0	0
2020.02.01	00:00:00	9331.91	9449.82	9280.39	9373.55	84351	0	0
2020.02.02	00:00:00	9373.54	9466.26	9125.43	9320.36	66096	0	0
2020.02.03	00:00:00	9322.05	9594.06	9215.86	9274.25	84913	0	0
2020.02.04	00:00:00	9274.62	9338.71	9071.52	9162.91	84544	0	0
2020.02.05	00:00:00	9163.16	9746.82	9141.62	9600.42	84674	0	0
2020.02.06	00:00:00	9600.32	9846.40	9515.47	9744.62	84942	0	0
2020.02.07	00:00:00	9744.43	9857.82	9693.75	9795.36	84433	0	0
2020.02.08	00:00:00	9795.70	9931.73	9641.04	9881.78	84403	0	0
2020.02.09	00:00:00	9881.52	10159.76	9866.72	10146.19	83856	0	0
2020.02.10	00:00:00	10146.24	10178.73	9728.16	9840.72	84990	0	0
2020.02.11	00:00:00	9840.79	10360.07	9701.49	10251.92	83531	0	0
2020.02.12	00:00:00	10251.84	10452.48	10237.79	10335.39	84794	0	0
2020.02.13	00:00:00	10335.49	10483.92	10068.81	10222.82	85867	0	0
2020.02.14	00:00:00	10222.73	10371.89	10098.54	10347.18	84532	0	0
2020.02.15	00:00:00	10347.19	10370.77	9757.18	9897.09	84906	0	0
2020.02.16	00:00:00	9897.27	10035.10	9611.45	9914.43	85462	0	0
